ID,Day,Weather,Wind Speed,Cloud Cover,Active Number,Average Radius,Air Density,Average Elevation,Dew Point,Turbine Sweep Area,Average Active Time,Temperature,Relative Humidity,Viscosity,Pressure,Pitch,Hindrance,Power Coefficient,Average Turbine Efficiency,Obtained Electricity
train_27735,Friday,rainy,8.0,,,41.47,1.48,,14.8,,18.0,23.0,59.0,873.2,23.79,7.0,No,2.66,38.0,844.514
train_27736,Tuesday,rainy,,96.82,6.0,49.99,1.891,19.53,9.3,7846.8603140000005,19.0,18.1,56.0,520.8000000000001,31.92,1.0,Yes,0.34,34.0,1284.977
train_27737,Monday,haze,3.23,22.73,12.0,,2.141,8.15,17.4,4171.811850000001,23.0,20.0,87.0,1513.8,21.7,,No,,36.0,1092.697
train_27738,,,16.89,87.39,,40.78,1.598,13.3,11.1,5221.846376,18.0,21.5,48.0,532.8,26.29,,,2.66,38.0,671.202
train_27739,Wednesday,haze,3.47,13.96,12.0,48.75,2.464,28.77,,7462.406250000001,18.0,23.6,,1904.6000000000001,28.55,4.0,No,1.28,32.0,2298.298
train_27740,Friday,,,23.09,4.0,47.16,1.654,35.27,12.7,,23.0,23.9,22.0,279.4,,2.0,No,0.76,38.0,4681.308
train_27741,,cloudy,12.58,,,46.77,1.344,32.47,16.7,6868.5393060000015,,28.7,20.0,,21.23,7.0,Yes,2.66,38.0,2342.897
train_27742,Monday,rainy,12.91,87.66,3.0,49.61,1.52,28.79,12.4,7728.017593999999,,22.0,52.0,644.8000000000001,22.63,8.0,Yes,2.88,36.0,926.388
train_27743,Sunday,,9.69,11.84,11.0,49.09,2.353,34.17,17.599999999999998,7566.860234000002,22.0,20.4,86.0,1513.6,20.78,,No,0.37,,7598.411
train_27744,Wednesday,,24.14,37.68,8.0,37.2,1.502,16.69,3.0,4345.257600000001,22.0,17.0,15.0,45.0,35.58,4.0,Yes,1.2,,3043.03
train_27745,Wednesday,haze,8.16,23.91,7.0,48.38,2.054,31.39,16.4,7349.560616000002,22.0,20.0,82.0,1344.8,26.3,11.0,Yes,3.41,31.0,3761.998
train_27746,Wednesday,windy,15.61,42.24,6.0,39.36,1.69,18.0,5.399999999999999,4864.518144,22.0,20.2,13.0,70.19999999999999,26.35,4.0,Yes,1.32,33.0,1875.735
train_27747,Thrusday,windy,25.95,27.69,4.0,47.7,1.532,31.14,,7144.410600000001,,22.9,21.0,237.29999999999998,28.58,5.0,No,2.0,,4199.623
train_27748,Saturday,rainy,14.4,97.91,6.0,40.56,,5.75,15.0,5165.656704000001,16.0,23.0,60.0,900.0,28.7,3.0,Yes,1.02,34.0,708.388
train_27749,,overcast,5.21,,11.0,39.6,1.477,15.35,16.700000000000003,4924.022400000001,19.0,25.1,29.0,484.30000000000007,21.11,3.0,No,1.0499999999999998,,784.975
train_27750,Saturday,,,2.85,6.0,,1.391,16.75,2.599999999999998,4462.850600000001,24.0,20.2,6.0,15.599999999999987,27.31,4.0,Yes,1.52,38.0,2473.496
train_27751,Sunday,haze,3.72,29.19,13.0,47.08,2.272,,19.8,6959.892895999999,20.0,23.6,81.0,1603.8,22.62,6.0,,2.2199999999999998,37.0,2503.751
train_27752,Wednesday,cloudy,14.09,79.23,8.0,49.06,,25.34,9.6,7557.614504000001,22.0,23.2,16.0,153.6,25.0,4.0,,1.36,34.0,2096.133
train_27753,Sunday,,9.75,80.71,6.0,,1.384,35.51,13.600000000000001,7846.8603140000005,18.0,25.6,20.0,272.0,,1.0,No,0.34,34.0,1542.87
train_27754,Tuesday,cloudy,13.44,93.03,3.0,45.64,,20.28,,6540.650144000001,20.0,28.0,12.0,153.60000000000002,21.07,3.0,,,33.0,505.61
train_27755,Monday,clear,9.49,9.87,3.0,46.58,1.451,24.4,10.899999999999999,6812.846696,24.0,28.9,5.0,54.49999999999999,25.73,8.0,Yes,2.96,37.0,1175.026
train_27756,Thrusday,rainy,8.36,91.62,,37.16,1.592,12.2,11.5,,17.0,19.3,61.0,701.5,31.25,,Yes,2.56,32.0,452.306
train_27757,Friday,haze,5.38,11.93,9.0,49.17,2.147,21.93,,7591.543146,19.0,23.1,83.0,1635.1000000000001,20.84,8.0,Yes,2.56,32.0,1653.204
train_27758,Sunday,cloudy,12.64,,6.0,43.7,,,3.6000000000000014,5996.426600000002,17.0,18.8,12.0,43.20000000000002,40.25,2.0,Yes,0.6,30.0,349.551
train_27759,Monday,rainy,8.97,84.2,7.0,40.34,1.572,6.09,10.5,5109.770984000002,17.0,21.5,45.0,472.5,21.33,4.0,Yes,1.56,39.0,573.128
train_27760,Wednesday,cloudy,,75.22,8.0,44.6,1.592,,7.199999999999999,6245.9624,18.0,22.4,12.0,86.39999999999999,29.81,6.0,No,2.2199999999999998,37.0,850.153
train_27761,Thrusday,overcast,8.25,37.55,14.0,37.35,,,,4380.370650000001,24.0,31.3,26.0,564.2,10.07,8.0,No,2.96,37.0,1316.671
train_27762,Thrusday,cloudy,9.12,90.41,6.0,44.34,1.52,3.67,10.8,6173.351784000001,18.0,20.8,25.0,270.0,22.61,4.0,No,1.44,36.0,387.466
train_27763,Friday,overcast,8.5,50.46,9.0,45.94,1.508,21.63,21.3,6626.918503999999,24.0,34.5,34.0,724.2,,,No,0.62,31.0,1338.61
train_27764,Tuesday,,3.66,,,49.66,1.394,23.07,12.3,7743.602983999999,21.0,28.3,10.0,123.0,24.76,5.0,,1.9500000000000002,39.0,801.572
train_27765,Monday,clear,13.44,4.06,8.0,42.75,1.09,16.63,11.5,5738.54625,21.0,,10.0,115.0,24.83,6.0,Yes,1.92,32.0,1791.448
train_27766,Saturday,rainy,,97.13,4.0,46.28,1.99,35.91,14.600000000000001,6725.372576000002,17.0,19.6,75.0,1095.0,30.0,7.0,No,2.73,39.0,3769.814
train_27767,,overcast,6.56,46.29,14.0,49.15,1.565,24.83,24.599999999999998,7585.368649999999,22.0,33.8,,664.1999999999999,16.49,3.0,Yes,0.9299999999999999,31.0,1712.957
train_27768,Thrusday,,9.73,88.61,7.0,45.23,1.48,19.96,12.2,6423.664105999999,17.0,23.4,22.0,268.4,21.3,1.0,Yes,0.39,,960.291
train_27769,Thrusday,windy,20.37,43.19,5.0,45.3,1.687,19.16,8.200000000000001,6443.562599999999,22.0,17.8,26.0,213.20000000000002,43.91,,Yes,0.36,36.0,2033.34
train_27770,Sunday,cloudy,12.22,84.85,8.0,49.31,1.485,24.23,,7634.834954000001,23.0,22.1,21.0,220.50000000000003,22.29,3.0,No,1.0499999999999998,35.0,1808.56
train_27771,,rainy,15.64,83.37,4.0,48.23,,29.14,19.299999999999997,7304.057305999999,19.0,24.7,73.0,1408.8999999999999,26.29,3.0,Yes,0.99,33.0,1692.004
train_27772,,rainy,15.17,,4.0,38.37,1.734,17.83,14.5,4622.886665999999,20.0,,69.0,1000.5,,9.0,,2.97,33.0,1159.491
train_27773,Friday,haze,7.28,23.59,15.0,46.52,2.065,29.76,18.6,6795.306656000002,18.0,,75.0,1395.0,20.94,10.0,,3.0,30.0,3701.8
train_27774,,windy,26.84,43.12,6.0,42.23,1.753,10.56,3.1999999999999993,5599.790905999999,24.0,18.0,13.0,41.599999999999994,33.7,1.0,Yes,0.5,50.0,3421.533
train_27775,Tuesday,haze,6.14,20.26,6.0,48.68,1.942,20.48,15.5,7440.991136,23.0,19.3,,1255.5,37.68,,Yes,3.96,36.0,1457.174
train_27776,Sunday,windy,26.71,15.54,5.0,43.41,1.755,9.89,9.0,,22.0,23.0,15.0,135.0,28.34,1.0,Yes,0.5,,2490.427
train_27777,Saturday,clear,,5.51,8.0,49.71,1.325,34.79,5.399999999999999,7759.204074000001,22.0,22.2,8.0,43.19999999999999,26.79,8.0,,2.56,32.0,4785.179
train_27778,Monday,,,83.15,5.0,37.88,1.407,17.72,9.399999999999999,4505.568416000001,20.0,19.2,51.0,479.3999999999999,44.27,1.0,,0.33,33.0,993.091
train_27779,Tuesday,haze,6.45,,,47.61,2.201,21.03,19.200000000000003,7117.475994,23.0,21.6,88.0,1689.6000000000004,28.3,,,3.04,38.0,3538.302
train_27780,Saturday,clear,13.59,8.73,6.0,39.38,1.09,4.85,4.699999999999999,4869.463016000001,22.0,23.9,2.0,9.399999999999999,,2.0,Yes,0.74,,928.644
train_27781,Monday,overcast,,,12.0,40.0,1.383,5.5,27.2,5024.0,22.0,,28.0,761.6,,10.0,Yes,3.8,,1134.104
train_27782,Thrusday,windy,18.29,16.46,5.0,44.22,1.641,2.33,12.200000000000001,6139.982376,23.0,24.6,19.0,231.8,26.91,10.0,No,3.8,,899.443
train_27783,Saturday,cloudy,10.66,77.27,7.0,43.12,,1.36,,5838.3100159999985,24.0,22.6,22.0,250.80000000000004,29.49,8.0,No,2.48,31.0,546.828
train_27784,Tuesday,clear,4.28,3.72,7.0,,1.497,27.14,10.7,6962.8498340000015,20.0,29.5,3.0,32.099999999999994,27.49,11.0,Yes,3.74,34.0,1135.659
train_27785,Sunday,overcast,7.38,61.3,4.0,45.13,1.385,23.99,14.700000000000001,6395.291066000001,20.0,27.3,37.0,543.9000000000001,26.84,,No,4.07,37.0,556.127
train_27786,Monday,windy,20.94,36.54,8.0,41.82,1.617,7.91,11.4,5491.584936000001,24.0,19.8,,330.6,32.98,11.0,Yes,4.29,39.0,2267.562
train_27787,,,10.43,32.78,,49.4,2.374,19.67,14.399999999999999,7662.7304,22.0,18.4,80.0,1152.0,32.43,7.0,Yes,2.52,36.0,3654.249
train_27788,,clear,4.17,6.96,6.0,39.37,1.413,7.19,3.0,4866.990266,21.0,20.2,7.0,,21.99,7.0,Yes,2.24,32.0,345.073
train_27789,Thrusday,cloudy,11.42,85.63,6.0,48.79,1.468,24.31,17.5,7474.657274,19.0,29.1,21.0,,20.45,7.0,No,2.4499999999999997,35.0,1092.177
train_27790,Monday,rainy,10.53,86.12,6.0,41.9,1.967,16.7,17.599999999999998,5512.6154,19.0,23.4,71.0,1249.6,,4.0,Yes,1.2,30.0,1017.153
train_27791,Saturday,haze,3.89,24.44,9.0,37.97,1.956,5.47,17.7,4527.003626,19.0,19.7,90.0,1593.0,38.32,2.0,Yes,0.6,30.0,528.325
train_27792,Saturday,rainy,11.48,96.6,3.0,40.16,1.627,13.66,14.2,5064.272383999999,16.0,21.2,65.0,923.0,21.04,10.0,Yes,3.1,31.0,353.024
train_27793,Thrusday,overcast,8.56,65.58,9.0,40.06,1.336,10.69,16.6,5039.083304000001,21.0,28.8,39.0,647.4000000000001,23.59,1.0,Yes,0.32,32.0,723.882
train_27794,Friday,cloudy,,92.34,5.0,49.6,1.512,34.72,9.0,7724.9024,24.0,23.0,15.0,135.0,29.68,9.0,Yes,2.97,33.0,2075.544
train_27795,Friday,,8.21,97.08,5.0,44.52,1.712,7.44,7.9,6223.575456000001,19.0,18.5,47.0,371.3,39.17,7.0,,2.3800000000000003,,405.684
train_27796,Friday,,15.26,8.03,4.0,45.95,1.256,19.98,9.5,6629.803850000001,20.0,25.5,10.0,95.0,21.91,3.0,Yes,1.1400000000000001,38.0,1480.427
train_27797,Friday,clear,14.69,7.59,4.0,48.9,,31.92,8.8,7508.399399999999,24.0,27.2,4.0,35.2,23.92,9.0,Yes,2.88,32.0,3089.724
train_27798,Monday,windy,28.92,13.16,,39.15,,12.72,5.800000000000001,,22.0,20.6,13.0,75.4,26.24,2.0,No,1.0,50.0,2444.793
train_27799,Thrusday,haze,,,11.0,44.9,2.075,12.82,16.7,6330.2714,23.0,,70.0,1169.0,26.12,2.0,Yes,0.78,,2121.707
train_27800,,windy,23.83,18.33,6.0,,1.651,8.74,5.200000000000001,4289.370624,24.0,18.8,16.0,83.20000000000002,39.92,2.0,Yes,0.72,36.0,2004.023
train_27801,Thrusday,rainy,16.86,88.14,5.0,42.73,,8.84,8.0,5733.178105999999,18.0,,41.0,328.0,35.01,3.0,Yes,1.1400000000000001,38.0,773.169
train_27802,Tuesday,,8.78,82.59,8.0,40.56,1.485,9.89,16.2,5165.656704000001,16.0,22.0,,1150.2,20.26,5.0,Yes,1.6,32.0,565.815
train_27803,Tuesday,overcast,9.59,63.4,10.0,42.15,1.498,9.34,18.900000000000002,5578.59465,19.0,31.1,,737.1000000000001,,5.0,Yes,1.5,30.0,784.38
train_27804,Wednesday,cloudy,13.44,91.64,5.0,43.66,1.529,1.69,11.700000000000001,5985.454183999999,23.0,22.1,24.0,280.8,21.85,3.0,No,1.02,,492.015
train_27805,Tuesday,overcast,11.18,,8.0,46.64,1.588,33.23,22.9,6830.409344000001,24.0,,37.0,847.3,17.71,4.0,Yes,1.44,,3809.367
train_27806,Sunday,windy,25.18,36.92,4.0,35.75,1.509,16.37,15.0,4013.1162500000005,22.0,24.2,27.0,405.0,,2.0,No,0.86,43.0,2344.041
train_27807,Monday,cloudy,10.94,76.74,4.0,49.76,1.517,18.86,9.2,7774.820863999999,20.0,,15.0,138.0,23.87,11.0,Yes,4.29,39.0,630.421
train_27808,Monday,,21.23,18.65,4.0,47.74,1.556,,,7156.3978640000005,24.0,24.9,18.0,,22.35,10.0,Yes,3.5999999999999996,36.0,2037.997
train_27809,Sunday,overcast,9.05,65.23,10.0,47.97,1.302,34.7,,7225.519625999999,20.0,36.2,,968.0000000000001,11.15,8.0,No,2.88,36.0,2840.475
train_27810,Friday,windy,26.63,24.96,,44.7,1.586,10.36,4.399999999999999,6274.002600000001,22.0,20.4,10.0,43.999999999999986,24.85,2.0,Yes,1.0,50.0,1358.007
train_27811,Monday,rainy,12.21,89.4,4.0,35.69,,16.51,14.2,3999.6569539999996,20.0,24.0,51.0,,26.62,5.0,Yes,1.85,37.0,1021.181
train_27812,Saturday,clear,,5.02,5.0,46.07,1.372,34.23,9.100000000000001,6664.476986000001,20.0,28.3,2.0,18.200000000000003,23.89,,No,,,1437.973
train_27813,Thrusday,windy,24.68,31.43,4.0,35.25,1.707,10.64,1.5000000000000018,3901.6462500000002,24.0,17.1,11.0,16.50000000000002,30.56,,Yes,2.4,30.0,1369.611
train_27814,Wednesday,cloudy,11.54,81.34,3.0,45.4,1.308,,5.499999999999998,6472.0424,19.0,19.9,14.0,76.99999999999997,42.73,7.0,No,2.73,39.0,506.035
train_27815,Thrusday,haze,5.83,10.75,8.0,46.04,2.219,27.83,15.799999999999999,6655.800224,20.0,18.2,88.0,1390.3999999999999,34.33,,Yes,3.5,35.0,2941.824
train_27816,Tuesday,windy,27.85,19.62,7.0,47.47,1.519,34.13,3.8999999999999986,7075.678826,24.0,20.7,8.0,31.19999999999999,25.35,3.0,No,1.3800000000000001,46.0,8023.484
train_27817,Thrusday,overcast,,61.03,14.0,35.18,1.523,2.69,23.299999999999997,3886.1657360000004,24.0,,29.0,675.6999999999999,17.02,1.0,No,0.39,39.0,1281.836
train_27818,Thrusday,clear,5.64,9.7,4.0,,1.134,17.19,7.299999999999997,4553.271296,21.0,26.9,1.0,7.299999999999997,27.72,3.0,No,,36.0,513.108
train_27819,Saturday,clear,6.33,2.02,6.0,49.25,1.166,20.55,6.699999999999999,7616.266250000001,24.0,23.5,8.0,53.599999999999994,23.52,3.0,No,,35.0,905.128
train_27820,Wednesday,clear,16.8,8.05,8.0,37.07,1.082,14.45,4.199999999999999,4314.940586,24.0,22.2,5.0,20.999999999999996,28.09,5.0,,1.5,30.0,2386.679
train_27821,Wednesday,haze,2.12,,,35.72,2.38,17.06,17.5,4006.3837759999997,24.0,21.5,80.0,1400.0,22.0,2.0,Yes,0.62,31.0,1496.396
train_27822,Monday,cloudy,14.2,,,,1.521,15.36,,6134.429600000001,19.0,,16.0,168.00000000000003,23.91,3.0,Yes,1.1400000000000001,38.0,1050.409
train_27823,Tuesday,haze,5.33,23.72,11.0,49.6,2.358,18.05,15.8,7724.9024,20.0,21.8,70.0,1106.0,,4.0,,1.28,32.0,1905.545
train_27824,Friday,cloudy,8.09,81.91,5.0,45.73,,35.33,8.399999999999999,6566.4713059999995,24.0,20.4,20.0,167.99999999999997,26.93,8.0,No,2.72,34.0,1860.704
train_27825,Monday,windy,17.21,,5.0,,1.56,9.13,13.5,6087.332426,23.0,22.3,28.0,378.0,20.46,1.0,Yes,0.32,32.0,922.541
train_27826,Saturday,windy,19.51,,5.0,46.73,1.754,21.45,10.4,6856.795706,23.0,24.0,16.0,166.4,27.56,6.0,,1.92,32.0,2058.666
train_27827,Friday,haze,3.15,17.41,12.0,47.62,2.117,32.41,15.6,7120.466216,,20.2,77.0,1201.2,22.22,,No,1.02,34.0,3013.418
train_27828,,windy,19.35,14.42,3.0,41.91,1.579,11.96,6.6,5515.247033999999,23.0,20.2,16.0,105.6,29.59,10.0,No,3.0,30.0,692.289
train_27829,Tuesday,overcast,10.61,64.06,13.0,48.01,1.393,19.71,21.200000000000003,7237.574713999999,19.0,34.2,35.0,742.0000000000001,12.54,7.0,No,2.3800000000000003,,1714.634
train_27830,Thrusday,windy,18.58,31.44,8.0,49.35,1.502,26.32,9.899999999999999,7647.2266500000005,24.0,20.7,,,,9.0,No,2.97,33.0,3517.349
train_27831,Saturday,clear,,9.19,5.0,38.58,1.295,5.73,6.0,4673.627496,24.0,,8.0,48.0,,4.0,Yes,1.52,38.0,1053.959
train_27832,,windy,19.08,,7.0,45.59,1.637,32.97,9.999999999999998,6526.327034000001,,22.4,19.0,189.99999999999997,,8.0,Yes,2.8,,4213.566
train_27833,Saturday,haze,,24.33,11.0,,2.478,34.7,18.5,7291.946953999999,18.0,21.1,87.0,,28.71,,No,3.1,31.0,3787.481
train_27834,Sunday,clear,9.63,,7.0,44.1,1.068,16.82,5.099999999999998,6106.703400000001,24.0,24.7,1.0,,25.02,3.0,Yes,1.0499999999999998,35.0,1351.785
train_27835,Wednesday,haze,2.8,11.3,6.0,48.02,2.393,19.18,21.0,7240.590056000001,22.0,22.6,92.0,1932.0,29.45,7.0,,2.24,,661.645
train_27836,Saturday,cloudy,12.34,75.17,4.0,36.18,1.403,9.98,,4110.236136,18.0,27.5,11.0,130.9,22.61,8.0,Yes,2.64,33.0,417.814
train_27837,Sunday,clear,6.06,9.62,,39.05,,14.89,4.800000000000001,4788.19385,24.0,21.2,9.0,43.2,26.16,6.0,,2.2199999999999998,37.0,606.101
train_27838,Wednesday,windy,18.3,17.33,5.0,48.94,1.749,35.62,11.099999999999998,7520.688104,23.0,19.9,28.0,310.79999999999995,33.68,11.0,No,,,4503.735
train_27839,Monday,rainy,16.47,,5.0,37.5,1.9,13.88,13.200000000000001,4415.625,19.0,19.8,67.0,884.4000000000001,42.41,,Yes,3.8,38.0,1501.291
train_27840,Wednesday,cloudy,14.26,78.53,4.0,41.02,1.527,7.55,14.1,5283.490856000001,23.0,,21.0,,25.17,1.0,Yes,0.34,34.0,547.702
train_27841,Thrusday,overcast,11.79,69.19,10.0,46.74,,24.74,18.4,6859.7306640000015,21.0,31.4,35.0,,17.27,1.0,No,0.36,36.0,2432.373
train_27842,Wednesday,clear,15.5,7.22,8.0,48.47,1.132,18.95,5.899999999999999,7376.930425999999,21.0,24.7,3.0,17.699999999999996,,3.0,Yes,1.1099999999999999,37.0,2493.067
train_27843,Friday,,8.8,3.94,3.0,38.39,1.129,9.31,1.1999999999999993,4627.7071940000005,22.0,20.4,2.0,2.3999999999999986,28.75,6.0,Yes,2.04,34.0,366.101
train_27844,Saturday,windy,22.11,23.52,,39.48,1.524,2.71,12.1,4894.225055999999,24.0,24.5,19.0,229.9,23.99,8.0,No,3.04,38.0,1083.315
train_27845,Wednesday,overcast,8.29,40.63,4.0,36.56,1.441,7.31,17.5,4197.029504000001,21.0,29.5,40.0,700.0,29.7,,No,2.73,39.0,363.141
train_27846,Thrusday,clear,,2.84,4.0,38.56,1.002,,7.399999999999999,4668.783104000001,23.0,25.0,6.0,44.39999999999999,26.08,5.0,Yes,1.7000000000000002,34.0,677.554
train_27847,Tuesday,haze,8.55,14.15,12.0,48.95,2.028,29.85,18.7,7523.761850000001,19.0,19.9,94.0,1757.8,30.38,9.0,No,3.33,37.0,4027.394
train_27848,Saturday,,8.06,75.57,7.0,,1.483,3.56,12.700000000000001,5979.971744,22.0,27.1,14.0,177.8,26.88,11.0,Yes,4.29,39.0,535.751
train_27849,Tuesday,rainy,10.08,84.5,,,1.819,6.86,11.5,5674.294314,17.0,20.7,,621.0,26.72,1.0,No,0.39,,640.162
train_27850,Saturday,cloudy,14.77,74.01,3.0,35.66,1.446,7.52,9.299999999999999,3992.9357839999993,,23.7,14.0,130.2,22.07,7.0,No,2.73,39.0,368.38
train_27851,Thrusday,haze,2.1,18.08,15.0,45.42,2.437,22.8,16.400000000000002,6477.745896000001,21.0,19.6,84.0,1377.6000000000001,,1.0,No,,35.0,1711.151
train_27852,Friday,rainy,12.3,98.48,8.0,35.05,1.722,4.09,14.899999999999999,3857.4978499999997,19.0,19.7,76.0,1132.3999999999999,37.52,,Yes,1.75,35.0,896.082
train_27853,Monday,windy,,14.78,7.0,47.07,1.559,19.52,7.400000000000002,6956.936586000001,23.0,22.6,12.0,,27.78,2.0,No,0.72,36.0,2011.705
train_27854,Tuesday,cloudy,9.12,76.02,4.0,37.38,1.302,17.87,14.899999999999999,4387.410216000001,19.0,25.7,23.0,342.7,20.79,10.0,Yes,,32.0,459.215
train_27855,Wednesday,clear,4.1,2.54,5.0,,1.468,25.19,7.400000000000002,6509.1600260000005,24.0,25.8,4.0,29.60000000000001,21.96,7.0,No,2.52,36.0,904.492
train_27856,,rainy,16.08,90.16,8.0,42.81,1.739,10.93,20.0,5754.665754000001,17.0,24.0,,1600.0,29.39,1.0,Yes,0.35,35.0,1392.465
train_27857,Sunday,haze,6.47,20.89,14.0,38.24,2.219,15.17,,4591.614464000001,24.0,23.0,71.0,1221.2,26.18,9.0,,3.42,38.0,4254.958
train_27858,Monday,clear,2.79,9.62,6.0,43.93,1.186,2.34,10.200000000000003,6059.7129860000005,21.0,26.6,,,24.07,8.0,No,2.48,31.0,145.58
train_27859,,,10.05,31.63,10.0,47.35,2.432,29.23,19.0,7039.950650000001,22.0,23.8,76.0,1444.0,21.29,10.0,No,3.7,37.0,5613.374
train_27860,Sunday,windy,21.13,28.12,4.0,38.17,1.751,5.29,2.6000000000000014,,23.0,,9.0,23.400000000000013,38.23,2.0,Yes,0.6,30.0,822.936
train_27861,,rainy,11.8,97.07,7.0,,1.665,3.28,18.400000000000002,5029.025256000001,20.0,22.6,79.0,1453.6000000000001,27.45,3.0,Yes,1.1099999999999999,,761.495
train_27862,Sunday,cloudy,12.81,85.98,3.0,49.42,1.457,23.01,14.000000000000002,7668.936296000002,24.0,25.6,,294.00000000000006,23.82,1.0,Yes,0.38,38.0,744.993
train_27863,Monday,overcast,9.91,56.75,10.0,42.74,1.384,13.33,21.1,5735.861864000001,21.0,31.1,25.0,,11.77,11.0,No,3.6300000000000003,33.0,1061.86
train_27864,Tuesday,clear,,6.37,8.0,36.0,1.42,15.09,5.599999999999998,4069.44,21.0,25.2,1.0,5.599999999999998,28.57,8.0,Yes,,30.0,1653.995
train_27865,Monday,haze,3.49,15.97,4.0,45.3,2.28,30.95,21.5,6443.562599999999,23.0,22.5,95.0,2042.5,28.77,9.0,Yes,,36.0,1402.656
train_27866,Sunday,cloudy,14.01,71.43,4.0,45.66,1.506,34.12,17.799999999999997,6546.383784,24.0,28.2,24.0,427.19999999999993,24.75,4.0,,1.44,36.0,2582.489
train_27867,Sunday,clear,2.19,2.03,8.0,41.78,1.35,6.44,5.5,5481.084776,24.0,,6.0,33.0,20.8,2.0,Yes,0.78,39.0,302.701
train_27868,Wednesday,,14.55,81.42,5.0,,1.682,7.05,18.099999999999998,5224.407674,20.0,23.9,71.0,1285.1,24.07,11.0,No,3.52,32.0,691.882
train_27869,Tuesday,haze,,22.99,10.0,,,21.76,21.400000000000002,7693.785000000001,24.0,23.6,89.0,1904.6000000000001,20.68,8.0,Yes,3.12,39.0,2544.013
train_27870,Wednesday,windy,15.36,40.31,5.0,49.17,1.578,24.18,10.400000000000002,7591.543146,22.0,,17.0,,29.4,1.0,Yes,0.33,33.0,1572.29
train_27871,Monday,overcast,9.57,47.51,14.0,41.27,1.476,16.82,20.799999999999997,5348.088506000001,20.0,32.8,40.0,831.9999999999999,19.87,8.0,Yes,2.48,31.0,1672.09
train_27872,Saturday,cloudy,12.15,92.19,5.0,49.93,1.44,21.59,9.099999999999998,7828.0353860000005,17.0,23.9,13.0,118.29999999999997,27.24,4.0,No,1.56,39.0,803.552
train_27873,Thrusday,clear,15.75,1.24,6.0,47.1,1.366,18.08,5.100000000000001,6965.807400000001,21.0,23.5,4.0,20.400000000000006,20.62,1.0,No,0.35,35.0,2131.277
train_27874,Friday,cloudy,13.95,74.54,8.0,39.76,1.385,2.11,10.600000000000001,4963.8928639999995,17.0,21.8,22.0,233.20000000000005,28.33,10.0,No,3.9000000000000004,39.0,674.167
train_27875,Saturday,overcast,8.61,36.95,6.0,47.38,,30.86,17.9,7048.874216,19.0,27.9,25.0,447.49999999999994,,4.0,Yes,1.56,39.0,1390.537
train_27876,Thrusday,rainy,13.67,87.9,3.0,43.44,1.537,4.43,18.9,5925.2855039999995,20.0,23.9,75.0,1417.5,24.0,6.0,Yes,2.04,34.0,332.253
train_27877,Friday,haze,3.82,30.85,14.0,39.04,2.256,14.73,14.3,4785.741824,19.0,18.3,80.0,1144.0,,8.0,No,2.72,34.0,1738.608
train_27878,Monday,rainy,15.17,,6.0,49.84,,31.9,15.400000000000002,,18.0,20.6,74.0,1139.6000000000001,23.77,11.0,No,3.41,31.0,2601.601
train_27879,Friday,cloudy,10.69,74.51,3.0,42.6,1.396,11.51,5.799999999999999,,23.0,20.2,14.0,,22.16,3.0,No,1.1400000000000001,38.0,375.896
train_27880,Thrusday,cloudy,11.59,71.05,4.0,46.46,1.585,29.99,7.300000000000001,6777.789224,23.0,20.5,17.0,124.10000000000001,21.98,,No,2.97,33.0,1335.927
train_27881,Wednesday,,,9.04,6.0,47.92,1.363,34.53,,7210.464896000001,22.0,28.5,8.0,93.6,25.9,9.0,Yes,3.06,34.0,2811.788
train_27882,Saturday,cloudy,11.96,86.18,8.0,,1.489,10.38,12.3,5301.5386340000005,19.0,25.1,18.0,221.4,26.03,5.0,Yes,1.7000000000000002,34.0,875.998
train_27883,,haze,,31.7,13.0,37.65,2.341,17.49,18.299999999999997,4451.02065,22.0,22.7,78.0,1427.3999999999999,28.73,11.0,Yes,3.6300000000000003,33.0,2902.187
train_27884,Wednesday,clear,4.53,5.21,8.0,43.42,1.25,6.51,2.6999999999999993,5919.830696000001,23.0,,2.0,5.399999999999999,23.2,2.0,Yes,,30.0,424.079
train_27885,Sunday,cloudy,10.64,76.59,8.0,50.0,1.553,22.54,10.3,7850.0,19.0,25.5,12.0,123.60000000000001,21.92,11.0,Yes,3.6300000000000003,33.0,1197.759
train_27886,Sunday,cloudy,12.99,77.83,5.0,37.1,1.476,14.62,12.8,4321.9274000000005,21.0,,23.0,294.40000000000003,28.77,8.0,Yes,3.12,39.0,973.743
train_27887,Saturday,overcast,11.93,65.84,14.0,48.84,1.572,33.7,20.3,7489.985184000001,22.0,29.1,28.0,568.4,24.06,10.0,Yes,3.2,32.0,3491.342
train_27888,Monday,rainy,8.57,85.53,6.0,48.95,1.421,,15.399999999999999,7523.761850000001,18.0,24.4,55.0,846.9999999999999,25.45,3.0,No,,38.0,1935.099
train_27889,Friday,,6.23,67.89,15.0,47.65,1.492,24.21,18.0,7129.4406500000005,22.0,27.2,27.0,486.0,29.5,9.0,Yes,2.97,33.0,1756.937
train_27890,Saturday,windy,15.28,13.77,8.0,48.48,1.556,32.47,10.7,7379.9746559999985,,21.9,22.0,235.39999999999998,24.24,1.0,,0.31,31.0,4143.1
train_27891,Thrusday,cloudy,13.77,89.41,6.0,49.12,1.382,35.2,,7576.111615999999,19.0,,13.0,182.0,26.13,9.0,No,2.79,31.0,2118.916
